qs_new,original_text,trans,final_climate,manifesto_id,year,party,country,language,date,source,is_primary_doc,handbook,partyname,partyabbrev,parfam,pervote,party_id,kw_cc,kw_c,kw_gw,kw_cer,kw_se,any_kw
11620_201009_1414,och höjt skatter inom miljöområdet.,and increased taxes in the environmental area.,0,11620_201009,2010,11620,Sweden,swedish,201009,MARPOR,TRUE,3,Moderate Coalition Party,MSP,60,30.06,11620,0,0,0,0,1,1
13320_201906_1705,Vedvarende energi i energiforbruget,Sustainable energy in energy consumption,1,13320_201906,2019,13320,Denmark,danish,201906,MARPOR,TRUE,5,Social Democratic Party,SD,30,25.905,13320,0,0,0,1,0,1
33220_200003_1864,- Reducción de las emisiones de CO2.,- Reduction of CO2 emissions.,1,33220_200003,2000,33220,Spain,spanish,200003,MARPOR,TRUE,1,United Left,IU,20,5.449,33220,0,0,0,1,0,1
34213_201205_0891,3.10 Μεταφορές -Βιώσιμη κινητικότητα,3.10 Transport - Sustainable mobility,1,34213_201205,2012,34213,Greece,greek,201205,MARPOR,TRUE,5,Democratic Left,DIMAR,20,6.106,34213,0,0,0,0,1,1
33320_201111_0404,5.1 Lucha contra el cambio climático,5.1 Fight against climate change,1,33320_201111,2011,33320,Spain,spanish,201111,MARPOR,TRUE,4,Spanish Socialist Workers’ Party,PSOE,30,29.13,33320,0,1,0,1,0,1
51421_199705_0265,and reduce global warming emissions.,,1,51421_199705,1997,51421,United Kingdom,english,199705,MARPOR,TRUE,1,Liberal Democrats,LibDems,40,16.758,51421,1,0,1,1,0,1
11810_201409_0203,"att den förnybara energin har vuxit,","that renewable energy has grown,",1,11810_201409,2014,11810,Sweden,swedish,201409,MARPOR,TRUE,5,Centre Party,CP,80,6.113,11810,0,0,0,1,0,1
33220_200003_6576,Convención Internacional Antinuclear,International Antinuclear Convention,0,33220_200003,2000,33220,Spain,spanish,200003,MARPOR,TRUE,1,United Left,IU,20,5.449,33220,0,0,0,0,0,0
22722_201006_0514,De laatste hype heet global warming.,The latest hype is called global warming.,1,22722_201006,2010,22722,Netherlands,dutch,201006,MARPOR,TRUE,3,Party of Freedom,PVV,70,15.45,22722,1,0,1,0,0,1
14320_201904_3205,lisäten päästöjä rajoittavia toimia.,increasing emissions limiting measures.,1,14320_201904,2019,14320,Finland,finnish,201904,MARPOR,TRUE,5,Finnish Social Democrats,SSDP,30,17.732,14320,0,0,0,1,0,1
35311_201510_1938,"maior produção renovável de energia,","greater renewable energy production,",1,35311_201510,2015,35311,Portugal,portuguese,201510,MARPOR,TRUE,5,Socialist Party,PS,30,33.568,35311,0,0,0,1,0,1
14223_201504_0032,Meidän on parannettava vahvuuksiamme,We need to improve our strengths,0,14223_201504,2015,14223,Finland,finnish,201504,MARPOR,TRUE,5,Left Wing Alliance,VAS,20,7.132,14223,0,0,0,0,0,0
23420_201310_1603,Nous créerons une banque climatique.,We will create a climate bank.,1,23420_201310,2013,23420,Luxembourg,french,201310,MARPOR,TRUE,4,Democratic Party,DP/PD,40,18.246,23420,0,1,0,1,0,1
92436_201910_2835,"pakietu energetyczno- klimatycznego,","energy and climate package,",1,92436_201910,2019,92436,Poland,polish,201910,MARPOR,TRUE,5,Law and Justice,PiS,60,43.593,92436,0,1,0,1,0,1
82610_201710_0321,Přednost musí mít jednoznačně výuka.,Priority must clearly be given to teaching.,0,82610_201710,2017,82610,Czech Republic,czech,201710,MARPOR,TRUE,5,Mayors and Independents,STAN,60,5.18,82610,0,0,0,0,0,0
53951_200705_0492,that is sustainable into the future.,,0,53951_200705,2007,53951,Ireland,english,200705,MARPOR,TRUE,3,We Ourselves,SF,95,6.942,53951,0,0,0,0,1,1
87422_200610_0039,un par palīdzību ģimenēm ar bērniem.,and for helping families with children.,0,87422_200610,2006,87422,Latvia,latvian,200610,MARPOR,TRUE,5,For Human Rights in a United Latvia,PCTVL,30,6.026,87422,0,0,0,0,0,0
14320_201904_2234,"Verotusta tulee uudistaa ympäristön,","Taxation should reform the environment,",0,14320_201904,2019,14320,Finland,finnish,201904,MARPOR,TRUE,5,Finnish Social Democrats,SSDP,30,17.732,14320,0,0,0,0,1,1
34213_201206_0857,Ενεργειακή αξιοποίηση των αποβλήτων.,Energy utilization of waste.,1,34213_201206,2012,34213,Greece,greek,201206,MARPOR,TRUE,5,Democratic Left,DIMAR,20,6.256,34213,0,0,0,0,0,0
35220_200203_1443,"e condicionante fundamental do clima,","and fundamental condition of the climate,",1,35220_200203,2002,35220,Portugal,portuguese,200203,MARPOR,TRUE,2,Portuguese Communist Party,PCP,20,5.833,35220,0,1,0,1,0,1
86221_201804_1720,"és a megújuló energia elterjesztését,","and the spread of renewable energy,",1,86221_201804,2018,86221,Hungary,hungarian,201804,MARPOR,TRUE,5,Democratic Coalition,DK,20,5.376,86221,0,0,0,1,0,1
22420_201703_0943,Het is dus een slechte vorm van hulp.,So it is a bad form of help.,0,22420_201703,2017,22420,Netherlands,dutch,201703,MARPOR,TRUE,5,People’s Party for Freedom and Democracy,VVD,40,21.285,22420,0,0,0,0,0,0
51320_200106_0691,High standards in the core curriculum,,0,51320_200106,2001,51320,United Kingdom,english,200106,MARPOR,TRUE,999,Labour Party,Labour,30,40.67,51320,0,0,0,0,0,0
97951_200809_0091,III. ZA TRAJNOSTNI GOSPODARSKI RAZVOJ,III. FOR SUSTAINABLE ECONOMIC DEVELOPMENT,0,97951_200809,2008,97951,Slovenia,slovenian,200809,MARPOR,TRUE,3,Democratic Party of Pensioners of Slovenia,DeSUS,95,7.449,97951,0,0,0,0,1,1
14110_201104_0027,Ilmaston lämpeneminen pitää pysäyttää,Global warming must be stopped,1,14110_201104,2011,14110,Finland,finnish,201104,MARPOR,TRUE,4,Green Union,VL,10,7.252,14110,0,1,1,1,0,1
87110_200610_0005,"izmantot atjaunojamos energoresursus,","use renewable energy resources,",1,87110_200610,2006,87110,Latvia,latvian,200610,MARPOR,TRUE,5,Greens' and Farmers’ Union,ZZS,80,16.705,87110,0,0,0,1,0,1
13320_201109_0156,"med blandt andet et nyt klimafradrag,","with, among other things, a new climate deduction,",1,13320_201109,2011,13320,Denmark,danish,201109,MARPOR,TRUE,4,Social Democratic Party,SD,30,24.857,13320,0,1,0,1,0,1
51421_201912_0671,"meet the challenge of climate change,",,1,51421_201912,2019,51421,United Kingdom,english,201912,MARPOR,TRUE,5,Liberal Democrats,LibDems,40,11.537,51421,1,1,0,1,0,1
93223_201612_0128,Ministerul Mediului +513 milioane Lei,Ministry of the Environment +513 million lei,0,93223_201612,2016,93223,Romania,romanian,201612,MARPOR,TRUE,5,Social Democratic Party,PSD,20,45.476,93223,0,0,0,0,1,1
97521_201112_0135,Služba Vlade RS za podnebne spremembe,The Office of the Government of the Republic of Slovenia for Climate Change,0,97521_201112,2011,97521,Slovenia,slovenian,201112,MARPOR,TRUE,4,Slovenian People's Party,SLS,50,6.832,97521,0,1,0,1,0,1
93540_201612_0258,"Sunt neglijate schimbările climatice,","Climate change is neglected,",1,93540_201612,2016,93540,Romania,romanian,201612,MARPOR,TRUE,5,People's Movement Party,PMP,50,5.348,93540,0,1,0,1,0,1
87423_200610_0040,Tiks projektēti un būvēti jauni ceļi.,New roads will be designed and built.,0,87423_200610,2006,87423,Latvia,latvian,200610,MARPOR,TRUE,5,New Era,JL,60,16.376,87423,0,0,0,0,0,0
88430_200810_0010,ypač trūksta kvalifikuotų darbuotojų.,"in particular, there is a shortage of qualified workers.",0,88430_200810,2008,88430,Lithuania,lithuanian,200810,MARPOR,TRUE,3,Liberal and Centre Union,LiCS,40,5.343,88430,0,0,0,0,0,0
80510_201305_2022,адаптиране към измененията на климата,adaptation to climate change,1,80510_201305,2013,80510,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,Citizens for European Development of Bulgaria,GERB,50,30.539,80510,0,1,0,1,0,1
23113_200906_0192,"2.  Climat,  énergie  et environnement","2. Climate, energy and environment",1,23113_200906,2009,23113,Luxembourg,french,200906,MARPOR,TRUE,3,The Greens,,10,11.704,23113,0,1,0,1,1,1
21112_201405_7029,De natuur levert “ecosysteemdiensten”.,Nature provides “ecosystem services”.,0,21112_201405,2014,21112,Belgium,dutch,201405,MARPOR,TRUE,5,Green!,groen!,10,5.322,21112,0,0,0,0,0,0
82430_201710_1083,Hodláme reformovat psychiatrickou péči,We intend to reform psychiatric care,0,82430_201710,2017,82430,Czech Republic,czech,201710,MARPOR,TRUE,5,ANO 2011,ANO,40,29.642,82430,0,0,0,0,0,0
87340_201810_0072,iekļausim tajā pašvaldības policistus.,let's include municipal police officers in it.,0,87340_201810,2018,87340,Latvia,latvian,201810,MARPOR,TRUE,5,Social Democartic Party Harmony,SDPS,30,19.919,87340,0,0,0,0,0,0
23420_201310_1754,Lutte. contre. les. pollutions.sonores,Struggle. against. THE. noise pollution,0,23420_201310,2013,23420,Luxembourg,french,201310,MARPOR,TRUE,4,Democratic Party,DP/PD,40,18.246,23420,0,0,0,0,0,0
13620_199803_0123,MÅLRETTET MILJØINDSATS - SUNDT VELFÆRD,TARGETED ENVIRONMENTAL EFFORT - HEALTHY WELFARE,0,13620_199803,1998,13620,Denmark,danish,199803,MARPOR,TRUE,1,Conservative People’s Party,KF,60,8.92,13620,0,0,0,0,1,1
83411_201903_0063,ning puhast ja hästi hoitud keskkonda.,and a clean and well-maintained environment.,0,83411_201903,2019,83411,Estonia,estonian,201903,MARPOR,TRUE,5,Estonian Center Party,K,40,23.099,83411,0,0,0,0,1,1
11220_201809_0035,och till randen av en klimatkatastrof.,and to the brink of a climate catastrophe.,1,11220_201809,2018,11220,Sweden,swedish,201809,MARPOR,TRUE,5,Left Party,V,20,8.005,11220,0,1,0,1,0,1
22320_200611_1304,Ons geduld met probleemjongeren is op.,Our patience with problem youth has run out.,0,22320_200611,2006,22320,Netherlands,dutch,200611,MARPOR,TRUE,4,Labour Party,PvdA,30,21.193,22320,0,0,0,0,0,0
82610_201710_1217,Sdílíme představu udržitelného rozvoje,We share the idea of ​​sustainable development,0,82610_201710,2017,82610,Czech Republic,czech,201710,MARPOR,TRUE,5,Mayors and Independents,STAN,60,5.18,82610,0,0,0,0,1,1
81032_202007_0477,smanjenje emisija stakleničkih plinova,reduction of greenhouse gas emissions,1,81032_202007,2020,81032,Croatia,croatian,202007,MARPOR,TRUE,5,Restart Coalition,,30,24.874,81032,0,0,0,1,0,1
11110_201009_0089,"Spridning av miljögifter måste minska,","The spread of environmental toxins must be reduced,",0,11110_201009,2010,11110,Sweden,swedish,201009,MARPOR,TRUE,3,Green Ecology Party,MP,10,7.34,11110,0,0,0,0,1,1
81032_202007_0245,"te održiv i uključiv gospodarski rast,","and sustainable and inclusive economic growth,",0,81032_202007,2020,81032,Croatia,croatian,202007,MARPOR,TRUE,5,Restart Coalition,,30,24.874,81032,0,0,0,0,1,1
82110_200606_0196,Tuna emisí CO2 bude také stále dražší.,A ton of CO2 emissions will also become more and more expensive.,1,82110_200606,2006,82110,Czech Republic,czech,200606,MARPOR,TRUE,3,Green Party,SZ,10,6.29,82110,0,0,0,1,0,1
80510_201305_2189,"Автомагистрала „Струма”, Лот 1 и Лот 2","Struma Motorway, Lot 1 and Lot 2",0,80510_201305,2013,80510,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,Citizens for European Development of Bulgaria,GERB,50,30.539,80510,0,0,0,0,0,0
80710_201305_0841,"ускорено строителство на АЕЦ ""Белене"".",accelerated construction of the Belene NPP.,1,80710_201305,2013,80710,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,National Union Attack,ATAKA,70,7.298,80710,0,0,0,0,0,0
13720_201109_0162,150 mio. til kontrolanlæg og it-udstyr.,150 million for control systems and IT equipment.,0,13720_201109,2011,13720,Denmark,danish,201109,MARPOR,TRUE,4,Danish People’s Party,DF,70,12.303,13720,0,0,0,0,0,0
51620_201912_0200,along with the impact of climate change,,1,51620_201912,2019,51620,United Kingdom,english,201912,MARPOR,TRUE,5,Conservative Party,Conservatives,60,43.589,51620,1,1,0,1,0,1
51320_201706_0614,and to meet our climate change targets.,,1,51320_201706,2017,51320,United Kingdom,english,201706,MARPOR,TRUE,5,Labour Party,Labour,30,39.988,51320,1,1,0,1,0,1
13230_200502_0332,Danmark producerer 25 mio. svin årligt.,Denmark produces 25 million pigs annually.,0,13230_200502,2005,13230,Denmark,danish,200502,MARPOR,TRUE,2,Socialist People’s Party,SF,20,5.989,13230,0,0,0,0,0,0
11810_201009_0541,och minskar klimatutsläppen dramatiskt.,and dramatically reduces climate emissions.,1,11810_201009,2010,11810,Sweden,swedish,201009,MARPOR,TRUE,3,Centre Party,CP,80,6.56,11810,0,1,0,1,0,1
11620_201009_1523,och stärka beredskapen för oljeutsläpp.,and strengthen preparedness for oil spills.,1,11620_201009,2010,11620,Sweden,swedish,201009,MARPOR,TRUE,3,Moderate Coalition Party,MSP,60,30.06,11620,0,0,0,0,0,0
51320_201706_1024,the UK’s climate change obligations met,,1,51320_201706,2017,51320,United Kingdom,english,201706,MARPOR,TRUE,5,Labour Party,Labour,30,39.988,51320,1,1,0,1,0,1
82413_201005_0323,Zabráníme umělému zdražování elektřiny.,We will prevent the artificial price increase of electricity.,1,82413_201005,2010,82413,Czech Republic,czech,201005,MARPOR,TRUE,3,Civic Democratic Party,ODS,60,20.22,82413,0,0,0,0,0,0
87071_201010_0052,"zema enerģijas patēriņa ēku būvniecību,","construction of low energy consumption buildings,",1,87071_201010,2010,87071,Latvia,latvian,201010,MARPOR,TRUE,5,National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',,70,7.835,87071,0,0,0,0,0,0
87901_201410_0062,Zemessardzes stiprināšana visā Latvijā.,Strengthening of the National Guard throughout Latvia.,0,87901_201410,2014,87901,Latvia,latvian,201410,MARPOR,TRUE,5,Latvian Association of Regions,,90,6.708,87901,0,0,0,0,0,0
97521_200809_0539,3. Zmanjšanje emisij toplogrednih plinov,3. Reduction of greenhouse gas emissions,1,97521_200809,2008,97521,Slovenia,slovenian,200809,MARPOR,TRUE,3,Slovenian People's Party,SLS,50,5.211,97521,0,0,0,1,0,1
53320_200705_0029,and sustainable non-inflationary growth.,,0,53320_200705,2007,53320,Ireland,english,200705,MARPOR,TRUE,3,Labour Party,Labour,30,10.126,53320,0,0,0,0,1,1
88320_201210_0916,apsaugant aplinką nuo neleistinos taršos,protecting the environment from illegal pollution,0,88320_201210,2012,88320,Lithuania,lithuanian,201210,MARPOR,TRUE,4,Lithuanian Social Democratic Party,LSDP,30,19.176,88320,0,0,0,0,1,1
87041_200610_0015,"Būvējot jaunas automaģistrāles un ceļus,","When building new highways and roads,",0,87041_200610,2006,87041,Latvia,latvian,200610,MARPOR,TRUE,5,‘Latvia's First Party' and ‘Latvian Way' Union,LPP/LC,40,8.581,87041,0,0,0,0,0,0
53520_201602_2032,Climate change mitigation and adaptation,,1,53520_201602,2016,53520,Ireland,english,201602,MARPOR,TRUE,5,Family of the Irish,,50,25.516,53520,1,1,0,1,0,1
13410_201109_0036,Det vil hjælpe med at indfri klimamålene,It will help meet the climate goals,1,13410_201109,2011,13410,Denmark,danish,201109,MARPOR,TRUE,4,Danish Social-Liberal Party,RV,40,9.479,13410,0,1,0,1,0,1
14820_201504_1577,edullista energiaa ja tasaista puuvirtaa,affordable energy and a steady flow of wood,1,14820_201504,2015,14820,Finland,finnish,201504,MARPOR,TRUE,5,True Finns,PS,70,17.654,14820,0,0,0,0,0,0
92436_201110_4016,elektroeNergetyka i Polityka klimatyczNa,electroenergetics and climate policy,1,92436_201110,2011,92436,Poland,polish,201110,MARPOR,TRUE,4,Law and Justice,PiS,60,29.89,92436,0,1,0,1,0,1
83611_201503_1488,heidutuse kasv sõjalise agressori vastu;,increasing deterrence against a military aggressor;,0,83611_201503,2015,83611,Estonia,estonian,201503,MARPOR,TRUE,5,Pro Patria and Res Publica Union,IRL,60,13.7,83611,0,0,0,1,0,1
33610_201512_0245,La magnitud de este cambio es innegable.,The magnitude of this change is undeniable.,0,33610_201512,2015,33610,Spain,spanish,201512,MARPOR,TRUE,5,People's Party,PP,60,28.705,33610,0,0,0,0,0,0
96955_201006_0571,transparentné prideľovanie emisných kvót,transparent allocation of emission quotas,1,96955_201006,2010,96955,Slovakia,slovak,201006,MARPOR,TRUE,3,Bridge,,95,5.804,96955,0,0,0,1,0,1
53320_201602_0665,White Paper on Energy and Climate Change,,1,53320_201602,2016,53320,Ireland,english,201602,MARPOR,TRUE,5,Labour Party,Labour,30,6.606,53320,1,1,0,1,0,1
80510_201305_1706,мерки за борба с измененията на климата;,measures to combat climate change;,1,80510_201305,2013,80510,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,Citizens for European Development of Bulgaria,GERB,50,30.539,80510,0,1,0,1,0,1
80510_201305_1823,"Намаляване емисиите на парникови газове,","Reducing greenhouse gas emissions,",1,80510_201305,2013,80510,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,Citizens for European Development of Bulgaria,GERB,50,30.539,80510,0,0,0,1,0,1
11420_201809_0591,4.Kärnkraften behövs för klimatets skull.,4. Nuclear power is needed for the sake of the climate.,1,11420_201809,2018,11420,Sweden,swedish,201809,MARPOR,TRUE,5,Liberals,L,40,5.49,11420,0,1,0,1,0,1
82110_200606_0459,"a environmentálních rozdílů mezi regiony,","and environmental differences between regions,",0,82110_200606,2006,82110,Czech Republic,czech,200606,MARPOR,TRUE,3,Green Party,SZ,10,6.29,82110,0,0,0,0,0,0
53520_201602_0052,A new 10% CGT rate on start-ups from 2017,,0,53520_201602,2016,53520,Ireland,english,201602,MARPOR,TRUE,5,Family of the Irish,,50,25.516,53520,0,0,0,0,0,0
51421_201505_1063,"conservation and tackling climate change,",,1,51421_201505,2015,51421,United Kingdom,english,201505,MARPOR,TRUE,4,Liberal Democrats,LibDems,40,7.861,51421,1,1,0,1,0,1
22320_202103_1810,"De aarde warmt op, ons klimaat verandert.","The earth is warming, our climate is changing.",1,22320_202103,2021,22320,Netherlands,dutch,202103,MARPOR,TRUE,5,Labour Party,PvdA,30,5.729640985,22320,0,1,0,1,0,1
22320_201006_1542,De klimaat- en voedselcrisis raken velen.,The climate and food crisis affects many.,1,22320_201006,2010,22320,Netherlands,dutch,201006,MARPOR,TRUE,3,Labour Party,PvdA,30,19.63,22320,0,1,0,1,0,1
86220_201004_0282,és a klímabarát szemlélet érvényesülését.,and the enforcement of a climate-friendly approach.,1,86220_201004,2010,86220,Hungary,hungarian,201004,MARPOR,TRUE,3,Hungarian Socialist Party,MSzP,30,15.28,86220,0,1,0,1,0,1
83611_201103_0171,"et vee- ja küttehinnad oleksid madalamad,","that water and heating prices are lower,",1,83611_201103,2011,83611,Estonia,estonian,201103,MARPOR,TRUE,3,Pro Patria and Res Publica Union,IRL,60,20.521,83611,0,0,0,0,0,0
86220_201404_1568,"megnehezíti az emberek mindennapi életét,","makes people's everyday lives more difficult,",0,86220_201404,2014,86220,Hungary,hungarian,201404,MARPOR,TRUE,5,Hungarian Socialist Party,MSzP,30,19.88,86220,0,0,0,0,0,0
92040_201910_0774,Rozbudowa sieci terminali przeładunkowych,Expansion of the network of transhipment terminals,0,92040_201910,2019,92040,Poland,polish,201910,MARPOR,TRUE,5,Civic Coalition,KO,40,27.397,92040,0,0,0,0,0,0
14820_201904_2781,sekä nostetaan uusiutuvan energian tasoa.,and raising the level of renewable energy.,1,14820_201904,2019,14820,Finland,finnish,201904,MARPOR,TRUE,5,True Finns,PS,70,17.483,14820,0,0,0,1,0,1
11220_200609_0271,ska vara grunden för svensk rättspolitik.,should be the basis for Swedish legal policy.,0,11220_200609,2006,11220,Sweden,swedish,200609,MARPOR,TRUE,3,Left Party,V,20,5.85,11220,0,0,0,0,0,0
96523_200606_0865,stavať sa zodpovedne ku globálnym hrozbám,to take a responsible approach to global threats,0,96523_200606,2006,96523,Slovakia,slovak,200606,MARPOR,TRUE,3,Slovak Democratic and Christian Union - Democartic Party,SDKÚ-DS,50,18.358,96523,0,0,0,0,0,0
11620_201809_0803,Sverige har miljöproblem som måste lösas.,Sweden has environmental problems that must be solved.,0,11620_201809,2018,11620,Sweden,swedish,201809,MARPOR,TRUE,5,Moderate Coalition Party,MSP,60,19.836,11620,0,0,0,0,1,1
